F_moment_demand_N*mm,F_total_rebar_area_mm*mm,F_moment_arm_mm,R_rebar_carbon_kg/mm
1.2220359281046685e7,387.9479136840217,75.0,121.81564489678283
1.5961285591571178e7,506.7074790974977,75.0,159.10614843661426
2.030718324522201e7,644.6724839753019,75.0,202.42715996824478
2.574395753064516e7,817.2684930363542,75.0,256.6223068134152
3.172554396148771e7,1007.1601257615147,75.0,316.24827948911565
4.5744337929839276e7,1452.2012041218818,75.0,455.9911780942708
8.131381151182742e7,2581.390841645315,75.0,810.556724276629
4.489111572629394e6,142.51147849617124,75.0,44.74860424779777
7.980642795785589e6,253.35373954874885,75.0,79.55307421830713
1.2469754368414983e7,395.8652180449201,75.0,124.30167846610493
1.7956446290517576e7,570.045913984685,75.0,178.9944169911911
2.444071856209337e7,775.8958273680435,75.0,243.63128979356566
3.1922571183142357e7,1013.4149581949954,75.0,318.2122968732285
4.061436649044402e7,1289.3449679506039,75.0,404.85431993648956
5.148791506129032e7,1634.5369860727085,75.0,513.2446136268304
6.345108792297542e7,2014.3202515230294,75.0,632.4965589782313
9.148867585967855e7,2904.4024082437636,75.0,911.9823561885416
1.6262762302365485e8,5162.78168329063,75.0,1621.113448553258
6.733667358944092e6,213.76721774425687,75.0,67.12290637169666
1.197096419367838e7,380.03060932312326,75.0,119.32961132746071
1.8704631552622475e7,593.7978270673801,75.0,186.4525176991574
2.6934669435776368e7,855.0688709770275,75.0,268.49162548678663
3.666107784314005e7,1163.843741052065,75.0,365.44693469034854
4.788385677471352e7,1520.122437292493,75.0,477.31844530984284
6.092154973566604e7,1934.0174519259058,75.0,607.2814799047344
7.723187259193547e7,2451.8054791090626,75.0,769.8669204402455
9.517663188446313e7,3021.480377284544,75.0,948.7448384673469
1.3723301378951782e8,4356.603612365645,75.0,1367.9735342828126
2.4394143453548226e8,7744.172524935945,75.0,2431.6701728298867
8.978223145258788e6,285.0229569923425,75.0,89.49720849559554
1.5961285591571178e7,506.7074790974977,75.0,159.10614843661426
2.4939508736829966e7,791.7304360898402,75.0,248.60335693220986
3.591289258103515e7,1140.09182796937,75.0,357.9888339823822
4.888143712418674e7,1551.791654736087,75.0,487.2625795871313
6.384514236628471e7,2026.8299163899908,75.0,636.424593746457
8.122873298088804e7,2578.6899359012077,75.0,809.7086398729791
1.0297583012258063e8,3269.073972145417,75.0,1026.4892272536608
1.2690217584595084e8,4028.6405030460587,75.0,1264.9931179564626
1.829773517193571e8,5808.804816487527,75.0,1823.9647123770833
3.252552460473097e8,10325.56336658126,75.0,3242.226897106516
4.264655993997924e6,71.25573924808562,142.5,22.374302123898886
7.58161065599631e6,126.67686977437442,142.5,39.776537109153566
1.1846266649994234e7,197.93260902246004,142.5,62.150839233052466
1.7058623975991696e7,285.0229569923425,142.5,89.49720849559554
2.32186826339887e7,387.9479136840217,142.5,121.81564489678283
3.032644262398524e7,506.7074790974977,142.5,159.10614843661426
3.858364816592182e7,644.6724839753019,142.5,202.42715996824478
4.89135193082258e7,817.2684930363542,142.5,256.6223068134152
6.027853352682665e7,1007.1601257615147,142.5,316.24827948911565
8.691424206669462e7,1452.2012041218818,142.5,455.9911780942708
1.544962418724721e8,2581.390841645315,142.5,810.556724276629
8.529311987995848e6,142.51147849617124,142.5,44.74860424779777
1.516322131199262e7,253.35373954874885,142.5,79.55307421830713
2.3692533299988467e7,395.8652180449201,142.5,124.30167846610493
3.411724795198339e7,570.045913984685,142.5,178.9944169911911
4.64373652679774e7,775.8958273680435,142.5,243.63128979356566
6.065288524797048e7,1013.4149581949954,142.5,318.2122968732285
7.716729633184364e7,1289.3449679506039,142.5,404.85431993648956
9.78270386164516e7,1634.5369860727085,142.5,513.2446136268304
1.205570670536533e8,2014.3202515230294,142.5,632.4965589782313
1.7382848413338923e8,2904.4024082437636,142.5,911.9823561885416
3.089924837449442e8,5162.78168329063,142.5,1621.113448553258
1.2793967981993774e7,213.76721774425687,142.5,67.12290637169666
2.2744831967988927e7,380.03060932312326,142.5,119.32961132746071
3.55387999499827e7,593.7978270673801,142.5,186.4525176991574
5.1175871927975096e7,855.0688709770275,142.5,268.49162548678663
6.96560479019661e7,1163.843741052065,142.5,365.44693469034854
9.097932787195571e7,1520.122437292493,142.5,477.31844530984284
1.1575094449776547e8,1934.0174519259058,142.5,607.2814799047344
1.467405579246774e8,2451.8054791090626,142.5,769.8669204402455
1.8083560058047995e8,3021.480377284544,142.5,948.7448384673469
2.6074272620008385e8,4356.603612365645,142.5,1367.9735342828126
4.634887256174163e8,7744.172524935945,142.5,2431.6701728298867
1.7058623975991696e7,285.0229569923425,142.5,89.49720849559554
3.032644262398524e7,506.7074790974977,142.5,159.10614843661426
4.7385066599976934e7,791.7304360898402,142.5,248.60335693220986
6.823449590396678e7,1140.09182796937,142.5,357.9888339823822
9.28747305359548e7,1551.791654736087,142.5,487.2625795871313
1.2130577049594095e8,2026.8299163899908,142.5,636.424593746457
1.543345926636873e8,2578.6899359012077,142.5,809.7086398729791
1.956540772329032e8,3269.073972145417,142.5,1026.4892272536608
2.411141341073066e8,4028.6405030460587,142.5,1264.9931179564626
3.4765696826677847e8,5808.804816487527,142.5,1823.9647123770833
6.179849674898884e8,10325.56336658126,142.5,3242.226897106516
4.0402004153664545e6,71.25573924808562,135.0,22.374302123898886
7.18257851620703e6,126.67686977437442,135.0,39.776537109153566
1.1222778931573484e7,197.93260902246004,135.0,62.150839233052466
1.6160801661465818e7,285.0229569923425,135.0,89.49720849559554
2.1996646705884032e7,387.9479136840217,135.0,121.81564489678283
2.873031406482812e7,506.7074790974977,135.0,159.10614843661426
3.655292984139962e7,644.6724839753019,135.0,202.42715996824478
4.633912355516128e7,817.2684930363542,135.0,256.6223068134152
5.710597913067788e7,1007.1601257615147,135.0,316.24827948911565
8.23398082737107e7,1452.2012041218818,135.0,455.9911780942708
1.4636486072128937e8,2581.390841645315,135.0,810.556724276629
8.080400830732909e6,142.51147849617124,135.0,44.74860424779777
1.436515703241406e7,253.35373954874885,135.0,79.55307421830713
2.244555786314697e7,395.8652180449201,135.0,124.30167846610493
3.2321603322931636e7,570.045913984685,135.0,178.9944169911911
4.3993293411768064e7,775.8958273680435,135.0,243.63128979356566
5.746062812965624e7,1013.4149581949954,135.0,318.2122968732285
7.310585968279923e7,1289.3449679506039,135.0,404.85431993648956
9.267824711032256e7,1634.5369860727085,135.0,513.2446136268304
1.1421195826135576e8,2014.3202515230294,135.0,632.4965589782313
1.646796165474214e8,2904.4024082437636,135.0,911.9823561885416
2.9272972144257873e8,5162.78168329063,135.0,1621.113448553258
1.2120601246099366e7,213.76721774425687,135.0,67.12290637169666
2.154773554862109e7,380.03060932312326,135.0,119.32961132746071
3.3668336794720456e7,593.7978270673801,135.0,186.4525176991574
4.848240498439746e7,855.0688709770275,135.0,268.49162548678663
6.598994011765209e7,1163.843741052065,135.0,365.44693469034854
8.619094219448435e7,1520.122437292493,135.0,477.31844530984284
1.0965878952419886e8,1934.0174519259058,135.0,607.2814799047344
1.3901737066548386e8,2451.8054791090626,135.0,769.8669204402455
1.7131793739203364e8,3021.480377284544,135.0,948.7448384673469
2.470194248211321e8,4356.603612365645,135.0,1367.9735342828126
4.3909458216386807e8,7744.172524935945,135.0,2431.6701728298867
1.6160801661465818e7,285.0229569923425,135.0,89.49720849559554
2.873031406482812e7,506.7074790974977,135.0,159.10614843661426
4.489111572629394e7,791.7304360898402,135.0,248.60335693220986
6.464320664586327e7,1140.09182796937,135.0,357.9888339823822
8.798658682353613e7,1551.791654736087,135.0,487.2625795871313
1.1492125625931248e8,2026.8299163899908,135.0,636.424593746457
1.4621171936559847e8,2578.6899359012077,135.0,809.7086398729791
1.8535649422064513e8,3269.073972145417,135.0,1026.4892272536608
2.2842391652271152e8,4028.6405030460587,135.0,1264.9931179564626
3.293592330948428e8,5808.804816487527,135.0,1823.9647123770833
5.854594428851575e8,10325.56336658126,135.0,3242.226897106516
3.815744836734985e6,71.25573924808562,127.5,22.374302123898886
6.7835463764177505e6,126.67686977437442,127.5,39.776537109153566
1.0599291213152735e7,197.93260902246004,127.5,62.150839233052466
1.526297934693994e7,285.0229569923425,127.5,89.49720849559554
2.0774610777779363e7,387.9479136840217,127.5,121.81564489678283
2.7134185505671002e7,506.7074790974977,127.5,159.10614843661426
3.452221151687742e7,644.6724839753019,127.5,202.42715996824478
4.376472780209677e7,817.2684930363542,127.5,256.6223068134152
5.393342473452911e7,1007.1601257615147,127.5,316.24827948911565
7.776537448072676e7,1452.2012041218818,127.5,455.9911780942708
1.3823347957010663e8,2581.390841645315,127.5,810.556724276629
7.63148967346997e6,142.51147849617124,127.5,44.74860424779777
1.3567092752835501e7,253.35373954874885,127.5,79.55307421830713
2.119858242630547e7,395.8652180449201,127.5,124.30167846610493
3.052595869387988e7,570.045913984685,127.5,178.9944169911911
4.1549221555558726e7,775.8958273680435,127.5,243.63128979356566
5.4268371011342004e7,1013.4149581949954,127.5,318.2122968732285
6.904442303375484e7,1289.3449679506039,127.5,404.85431993648956
8.752945560419354e7,1634.5369860727085,127.5,513.2446136268304
1.0786684946905822e8,2014.3202515230294,127.5,632.4965589782313
1.5553074896145353e8,2904.4024082437636,127.5,911.9823561885416
2.7646695914021325e8,5162.78168329063,127.5,1621.113448553258
1.1447234510204956e7,213.76721774425687,127.5,67.12290637169666
2.035063912925325e7,380.03060932312326,127.5,119.32961132746071
3.1797873639458206e7,593.7978270673801,127.5,186.4525176991574
4.5788938040819824e7,855.0688709770275,127.5,268.49162548678663
6.232383233333808e7,1163.843741052065,127.5,365.44693469034854
8.1402556517013e7,1520.122437292493,127.5,477.31844530984284
1.0356663455063225e8,1934.0174519259058,127.5,607.2814799047344
1.3129418340629031e8,2451.8054791090626,127.5,769.8669204402455
1.6180027420358732e8,3021.480377284544,127.5,948.7448384673469
2.332961234421803e8,4356.603612365645,127.5,1367.9735342828126
4.147004387103199e8,7744.172524935945,127.5,2431.6701728298867
1.526297934693994e7,285.0229569923425,127.5,89.49720849559554
2.7134185505671002e7,506.7074790974977,127.5,159.10614843661426
4.239716485261094e7,791.7304360898402,127.5,248.60335693220986
6.105191738775976e7,1140.09182796937,127.5,357.9888339823822
8.309844311111745e7,1551.791654736087,127.5,487.2625795871313
1.0853674202268401e8,2026.8299163899908,127.5,636.424593746457
1.3808884606750968e8,2578.6899359012077,127.5,809.7086398729791
1.7505891120838708e8,3269.073972145417,127.5,1026.4892272536608
2.1573369893811643e8,4028.6405030460587,127.5,1264.9931179564626
3.1106149792290705e8,5808.804816487527,127.5,1823.9647123770833
5.529339182804265e8,10325.56336658126,127.5,3242.226897106516
3.591289258103515e6,71.25573924808562,120.0,22.374302123898886
6.384514236628471e6,126.67686977437442,120.0,39.776537109153566
9.975803494731985e6,197.93260902246004,120.0,62.150839233052466
1.436515703241406e7,285.0229569923425,120.0,89.49720849559554
1.9552574849674694e7,387.9479136840217,120.0,121.81564489678283
2.5538056946513884e7,506.7074790974977,120.0,159.10614843661426
3.249149319235522e7,644.6724839753019,120.0,202.42715996824478
4.1190332049032256e7,817.2684930363542,120.0,256.6223068134152
5.076087033838034e7,1007.1601257615147,120.0,316.24827948911565
7.319094068774284e7,1452.2012041218818,120.0,455.9911780942708
1.3010209841892388e8,2581.390841645315,120.0,810.556724276629
7.18257851620703e6,142.51147849617124,120.0,44.74860424779777
1.2769028473256942e7,253.35373954874885,120.0,79.55307421830713
1.995160698946397e7,395.8652180449201,120.0,124.30167846610493
2.873031406482812e7,570.045913984685,120.0,178.9944169911911
3.910514969934939e7,775.8958273680435,120.0,243.63128979356566
5.107611389302777e7,1013.4149581949954,120.0,318.2122968732285
6.498298638471044e7,1289.3449679506039,120.0,404.85431993648956
8.238066409806451e7,1634.5369860727085,120.0,513.2446136268304
1.0152174067676067e8,2014.3202515230294,120.0,632.4965589782313
1.463818813754857e8,2904.4024082437636,120.0,911.9823561885416
2.6020419683784777e8,5162.78168329063,120.0,1621.113448553258
1.0773867774310546e7,213.76721774425687,120.0,67.12290637169666
1.915354270988541e7,380.03060932312326,120.0,119.32961132746071
2.992741048419596e7,593.7978270673801,120.0,186.4525176991574
4.3095471097242184e7,855.0688709770275,120.0,268.49162548678663
5.8657724549024075e7,1163.843741052065,120.0,365.44693469034854
7.661417083954164e7,1520.122437292493,120.0,477.31844530984284
9.747447957706566e7,1934.0174519259058,120.0,607.2814799047344
1.2357099614709677e8,2451.8054791090626,120.0,769.8669204402455
1.52282611015141e8,3021.480377284544,120.0,948.7448384673469
2.1957282206322852e8,4356.603612365645,120.0,1367.9735342828126
3.903062952567716e8,7744.172524935945,120.0,2431.6701728298867
1.436515703241406e7,285.0229569923425,120.0,89.49720849559554
2.5538056946513884e7,506.7074790974977,120.0,159.10614843661426
3.990321397892794e7,791.7304360898402,120.0,248.60335693220986
5.746062812965624e7,1140.09182796937,120.0,357.9888339823822
7.821029939869878e7,1551.791654736087,120.0,487.2625795871313
1.0215222778605554e8,2026.8299163899908,120.0,636.424593746457
1.2996597276942088e8,2578.6899359012077,120.0,809.7086398729791
1.6476132819612902e8,3269.073972145417,120.0,1026.4892272536608
2.0304348135352135e8,4028.6405030460587,120.0,1264.9931179564626
2.927637627509714e8,5808.804816487527,120.0,1823.9647123770833
5.2040839367569554e8,10325.56336658126,120.0,3242.226897106516
3.3668336794720455e6,71.25573924808562,112.5,22.374302123898886
5.985482096839191e6,126.67686977437442,112.5,39.776537109153566
9.352315776311237e6,197.93260902246004,112.5,62.150839233052466
1.3467334717888182e7,285.0229569923425,112.5,89.49720849559554
1.8330538921570025e7,387.9479136840217,112.5,121.81564489678283
2.3941928387356766e7,506.7074790974977,112.5,159.10614843661426
3.046077486783302e7,644.6724839753019,112.5,202.42715996824478
3.8615936295967735e7,817.2684930363542,112.5,256.6223068134152
4.7588315942231566e7,1007.1601257615147,112.5,316.24827948911565
6.861650689475891e7,1452.2012041218818,112.5,455.9911780942708
1.2197071726774113e8,2581.390841645315,112.5,810.556724276629
6.733667358944091e6,142.51147849617124,112.5,44.74860424779777
1.1970964193678383e7,253.35373954874885,112.5,79.55307421830713
1.8704631552622475e7,395.8652180449201,112.5,124.30167846610493
2.6934669435776364e7,570.045913984685,112.5,178.9944169911911
3.666107784314005e7,775.8958273680435,112.5,243.63128979356566
4.788385677471353e7,1013.4149581949954,112.5,318.2122968732285
6.092154973566604e7,1289.3449679506039,112.5,404.85431993648956
7.723187259193547e7,1634.5369860727085,112.5,513.2446136268304
9.517663188446313e7,2014.3202515230294,112.5,632.4965589782313
1.3723301378951782e8,2904.4024082437636,112.5,911.9823561885416
2.4394143453548226e8,5162.78168329063,112.5,1621.113448553258
1.0100501038416138e7,213.76721774425687,112.5,67.12290637169666
1.7956446290517572e7,380.03060932312326,112.5,119.32961132746071
2.8056947328933712e7,593.7978270673801,112.5,186.4525176991574
4.040200415366455e7,855.0688709770275,112.5,268.49162548678663
5.499161676471007e7,1163.843741052065,112.5,365.44693469034854
7.182578516207029e7,1520.122437292493,112.5,477.31844530984284
9.138232460349905e7,1934.0174519259058,112.5,607.2814799047344
1.1584780888790321e8,2451.8054791090626,112.5,769.8669204402455
1.427649478266947e8,3021.480377284544,112.5,948.7448384673469
2.0584952068427673e8,4356.603612365645,112.5,1367.9735342828126
3.6591215180322343e8,7744.172524935945,112.5,2431.6701728298867
1.3467334717888182e7,285.0229569923425,112.5,89.49720849559554
2.3941928387356766e7,506.7074790974977,112.5,159.10614843661426
3.740926310524495e7,791.7304360898402,112.5,248.60335693220986
5.386933887155273e7,1140.09182796937,112.5,357.9888339823822
7.33221556862801e7,1551.791654736087,112.5,487.2625795871313
9.576771354942706e7,2026.8299163899908,112.5,636.424593746457
1.2184309947133207e8,2578.6899359012077,112.5,809.7086398729791
1.5446374518387094e8,3269.073972145417,112.5,1026.4892272536608
1.9035326376892626e8,4028.6405030460587,112.5,1264.9931179564626
2.7446602757903564e8,5808.804816487527,112.5,1823.9647123770833
4.878828690709645e8,10325.56336658126,112.5,3242.226897106516
5.686207991997233e6,71.25573924808562,190.0,22.374302123898886
1.010881420799508e7,126.67686977437442,190.0,39.776537109153566
1.579502219999231e7,197.93260902246004,190.0,62.150839233052466
2.274483196798893e7,285.0229569923425,190.0,89.49720849559554
3.0958243511984933e7,387.9479136840217,190.0,121.81564489678283
4.043525683198032e7,506.7074790974977,190.0,159.10614843661426
5.14448642212291e7,644.6724839753019,190.0,202.42715996824478
6.5218025744301066e7,817.2684930363542,190.0,256.6223068134152
8.037137803576887e7,1007.1601257615147,190.0,316.24827948911565
